post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
626,LinkedIn,carousel,Health,PT,MX,"2025-01-15 09:24:00","#HealthTips #Fitness #Health",0.94,41624,2235,859,343,0.0826,1,2025-01-15,09:24:00,826,LOW,SMALL,5
627,LinkedIn,image,Sports,JA,JP,"2025-05-22 10:32:00","#Fitness #Football #Cricket #Basketball #Workout #Sports #Training",0.61,48134,2824,1086,434,0.0903,1,2025-05-22,10:32:00,903,LOW,SMALL,5
628,LinkedIn,carousel,Sports,UR,UK,"2025-07-21 15:30:00","#Workout #Fitness #Cricket #Football #Sports #Training #Basketball",0.9,5428,109,42,16,0.0311,0,2025-07-21,15:30:00,311,LOW,SMALL,5
629,LinkedIn,video,Business,HI,IN,"2025-09-13 15:48:00","#Hustle #Entrepreneur #BusinessTips #CareerGrowth",-0.01,28528,2074,798,319,0.1119,1,2025-09-13,15:48:00,1119,LOW,SMALL,5
630,LinkedIn,article,Food,UR,IN,"2025-01-20 02:48:00","#FoodBlog #Food #Foodie #Recipe #MustTry",0.63,42772,2557,983,393,0.092,1,2025-01-20,02:48:00,920,LOW,SMALL,5
631,LinkedIn,video,Business,UR,JP,"2025-08-13 07:47:00","#CareerGrowth #Leadership #Entrepreneur #BusinessTips",0.78,44821,1064,409,163,0.0366,0,2025-08-13,07:47:00,366,LOW,SMALL,5
632,LinkedIn,article,Sports,EN,DE,"2025-07-28 09:11:00","#Workout #Training #Cricket #Basketball #Sports #Football #Fitness",0.61,37614,3046,1171,468,0.1246,1,2025-07-28,09:11:00,1246,LOW,SMALL,5
633,LinkedIn,article,Travel,PT,FR,"2025-02-06 10:19:00","#Travel #Tourism #Adventure",0.72,2477,82,31,12,0.0516,0,2025-02-06,10:19:00,516,LOW,SMALL,5
634,LinkedIn,image,Lifestyle,PT,DE,"2025-02-04 05:04:00","#Wellness #DailyLife #Motivation #MindfulLiving #Lifestyle #Positivity",0.96,18239,1302,501,200,0.1099,1,2025-02-04,05:04:00,1099,LOW,SMALL,5
635,LinkedIn,article,Education,PT,UK,"2025-04-13 09:13:00","#Certification #Knowledge #Learning #StudyTips #Education #AcademicSuccess",0.08,40977,2462,947,378,0.0925,1,2025-04-13,09:13:00,925,LOW,SMALL,5
636,LinkedIn,article,Education,HI,FR,"2025-11-03 02:30:00","#Knowledge #Learning #AcademicSuccess #StudyTips",0.54,23954,1142,439,175,0.0734,0,2025-11-03,02:30:00,734,LOW,SMALL,5
637,LinkedIn,image,Business,EN,US,"2025-01-14 06:38:00","#Hustle #BusinessTips #CareerGrowth #Leadership #Entrepreneur #StartupLife",0.66,28972,1690,650,260,0.0898,1,2025-01-14,06:38:00,898,LOW,SMALL,5
638,LinkedIn,article,Travel,HI,CA,"2025-07-08 14:58:00","#Adventure #Journey #Travel",0.54,49986,3595,1383,553,0.1107,1,2025-07-08,14:58:00,1107,LOW,SMALL,5
639,LinkedIn,poll,Food,EN,US,"2025-05-08 02:08:00","#Foodie #Cooking #Food #MustTry #FoodBlog #Recipe",-0.88,27071,878,338,135,0.05,0,2025-05-08,02:08:00,500,LOW,SMALL,5
640,LinkedIn,article,Entertainment,HI,UK,"2025-10-06 14:28:00","#Trending #ShowBiz #Funny #MovieTime #FollowForMore #Entertainment #Viral",0.72,7840,157,60,24,0.0309,0,2025-10-06,14:28:00,309,LOW,SMALL,5
641,LinkedIn,carousel,Food,JA,UK,"2025-02-10 10:14:00","#MustTry #FoodBlog #Foodie #Food #Recipe",0.19,3350,271,104,41,0.1245,1,2025-02-10,10:14:00,1245,LOW,SMALL,5
642,LinkedIn,carousel,Travel,HI,US,"2025-09-13 08:37:00","#Wanderlust #Travel #ExploreMore #Adventure #Journey #Tourism",0.63,30099,568,218,87,0.0291,0,2025-09-13,08:37:00,291,LOW,SMALL,5
643,LinkedIn,video,Health,ES,FR,"2025-09-30 14:34:00","#Health #HealthTips #Fitness #Wellness #Nutrition",-0.03,41732,1704,655,262,0.0628,0,2025-09-30,14:34:00,628,LOW,SMALL,5
644,LinkedIn,carousel,Technology,HI,AU,"2025-07-18 21:54:00","#TechTrends #Programming #Innovation #DataScience #AI #MachineLearning #CodingLife",0.26,9642,748,287,115,0.1194,1,2025-07-18,21:54:00,1194,LOW,SMALL,5
645,LinkedIn,image,Lifestyle,HI,BR,"2025-10-05 15:39:00","#Motivation #MindfulLiving #Wellness #Positivity #Lifestyle",0.74,22036,1812,697,278,0.1266,1,2025-10-05,15:39:00,1266,LOW,SMALL,5
646,LinkedIn,video,Travel,JA,US,"2025-08-14 09:30:00","#ExploreMore #Adventure #Tourism #Travel #Wanderlust #Journey",0.08,5197,221,85,34,0.0656,0,2025-08-14,09:30:00,656,LOW,SMALL,5
647,LinkedIn,image,Lifestyle,UR,JP,"2025-03-07 10:55:00","#MindfulLiving #Lifestyle #DailyLife #Wellness #Motivation #Positivity",0.92,39003,1673,643,257,0.066,0,2025-03-07,10:55:00,660,LOW,SMALL,5
648,LinkedIn,poll,Business,EN,UK,"2025-05-12 14:45:00","#Leadership #Entrepreneur #StartupLife",0.7,8417,470,181,72,0.086,1,2025-05-12,14:45:00,859,LOW,SMALL,5
649,LinkedIn,video,Business,DE,CA,"2025-07-10 21:04:00","#CareerGrowth #StartupLife #Entrepreneur #BusinessTips #Hustle #Leadership",0.64,43728,1946,748,299,0.0685,0,2025-07-10,21:04:00,685,LOW,SMALL,5
650,LinkedIn,image,Food,EN,MX,"2025-07-08 10:01:00","#FoodBlog #Foodie #Cooking",0.87,34304,2765,1063,425,0.124,1,2025-07-08,10:01:00,1240,LOW,SMALL,5
651,LinkedIn,image,Business,PT,CA,"2025-01-17 04:48:00","#BusinessTips #Hustle #Entrepreneur #StartupLife #CareerGrowth #Leadership",0.06,4370,233,89,35,0.0822,1,2025-01-17,04:48:00,822,LOW,SMALL,5
652,LinkedIn,poll,Fashion,JA,DE,"2025-05-18 14:21:00","#OOTD #Style #TrendingStyle #FashionTips",-0.14,16797,674,259,103,0.0618,0,2025-05-18,14:21:00,618,LOW,SMALL,5
653,LinkedIn,carousel,Education,HI,DE,"2025-10-14 14:30:00","#Education #StudyTips #AcademicSuccess #Learning #Knowledge #Certification",0,39322,2212,851,340,0.0866,1,2025-10-14,14:30:00,866,LOW,SMALL,5
654,LinkedIn,poll,Lifestyle,UR,DE,"2025-06-10 15:32:00","#Wellness #Positivity #DailyLife #Lifestyle",-0.19,8916,338,130,52,0.0583,0,2025-06-10,15:32:00,583,LOW,SMALL,5
655,LinkedIn,poll,Travel,HI,MX,"2025-01-18 00:10:00","#Adventure #ExploreMore #Tourism",-0.68,27366,1269,488,195,0.0714,0,2025-01-18,00:10:00,714,LOW,SMALL,5
656,LinkedIn,video,Lifestyle,HI,DE,"2025-06-22 09:02:00","#MindfulLiving #Motivation #Positivity",-0.43,49542,2902,1116,446,0.0901,1,2025-06-22,09:02:00,901,LOW,SMALL,5
657,LinkedIn,image,Travel,ES,MX,"2025-10-29 16:09:00","#ExploreMore #Journey #Wanderlust",0.67,22000,1096,421,168,0.0767,0,2025-10-29,16:09:00,767,LOW,SMALL,5
658,LinkedIn,poll,Food,UR,IN,"2025-04-29 14:36:00","#FoodBlog #MustTry #Recipe #Foodie #Cooking #Food",0.51,10384,187,72,28,0.0279,0,2025-04-29,14:36:00,279,LOW,SMALL,5
659,LinkedIn,video,Health,UR,CA,"2025-11-12 14:10:00","#Fitness #Nutrition #MentalHealth",0.93,19905,1885,725,290,0.1457,1,2025-11-12,14:10:00,1457,LOW,SMALL,5
660,LinkedIn,image,Food,HI,BR,"2025-12-08 09:35:00","#Foodie #Food #FoodBlog #Cooking #Recipe #MustTry",0.89,25218,837,322,128,0.0511,0,2025-12-08,09:35:00,511,LOW,SMALL,5
661,LinkedIn,poll,Health,JA,AU,"2025-03-06 09:45:00","#Health #MentalHealth #HealthTips #Wellness #Fitness #Nutrition",0.3,48948,3012,1158,463,0.0947,1,2025-03-06,09:45:00,947,LOW,SMALL,5
662,LinkedIn,image,Entertainment,FR,IN,"2025-06-17 14:29:00","#MovieTime #Funny #Entertainment #Trending #ShowBiz #Viral #FollowForMore",-0.29,21809,505,194,77,0.0356,0,2025-06-17,14:29:00,356,LOW,SMALL,5
663,LinkedIn,poll,Technology,EN,BR,"2025-03-12 10:12:00","#TechTrends #MachineLearning #Programming #CodingLife #DataScience",0.48,42600,3407,1310,524,0.1231,1,2025-03-12,10:12:00,1231,LOW,SMALL,5
664,LinkedIn,poll,Business,EN,FR,"2025-02-04 10:11:00","#CareerGrowth #StartupLife #Hustle",0.54,23852,1232,474,189,0.0795,0,2025-02-04,10:11:00,795,LOW,SMALL,5
665,LinkedIn,video,Lifestyle,FR,UK,"2025-12-09 15:22:00","#Positivity #Motivation #Lifestyle #MindfulLiving #Wellness #DailyLife",0.67,17213,1158,445,178,0.1036,1,2025-12-09,15:22:00,1036,LOW,SMALL,5
666,LinkedIn,article,Sports,JA,DE,"2025-12-05 15:08:00","#Training #Basketball #Cricket #Workout #Football #Sports",0.56,15097,1248,480,192,0.1273,1,2025-12-05,15:08:00,1273,LOW,SMALL,5
667,LinkedIn,carousel,Technology,DE,UK,"2025-12-12 15:27:00","#DataScience #AI #Programming #TechTrends #Innovation #CodingLife",0.89,21218,1131,435,174,0.0821,1,2025-12-12,15:27:00,821,LOW,SMALL,5
668,LinkedIn,video,Food,ES,AU,"2025-04-16 03:39:00","#Foodie #FoodBlog #Food #Cooking #Recipe",-0.15,47185,1561,600,240,0.0509,0,2025-04-16,03:39:00,509,LOW,SMALL,5
669,LinkedIn,image,Fashion,HI,US,"2025-09-23 10:53:00","#TrendingStyle #Style #OOTD #Fashion #FashionTips #Lookbook",0.73,17299,1562,601,240,0.139,1,2025-09-23,10:53:00,1390,LOW,SMALL,5
670,LinkedIn,article,Technology,HI,AU,"2025-07-23 01:18:00","#AI #MachineLearning #CodingLife #Programming #Innovation",0.21,25763,1522,585,234,0.0909,1,2025-07-23,01:18:00,909,LOW,SMALL,5
671,LinkedIn,video,Lifestyle,HI,IN,"2025-02-07 15:00:00","#Wellness #MindfulLiving #DailyLife #Lifestyle #Positivity #Motivation",0.23,22215,964,371,148,0.0668,0,2025-02-07,15:00:00,668,LOW,SMALL,5
672,LinkedIn,article,Lifestyle,UR,JP,"2025-04-14 15:18:00","#Lifestyle #DailyLife #Positivity #Motivation #Wellness #MindfulLiving",0.82,34200,1231,473,189,0.0554,0,2025-04-14,15:18:00,554,LOW,SMALL,5
673,LinkedIn,article,Travel,PT,DE,"2025-10-07 14:36:00","#Tourism #Adventure #Journey",0.74,43127,1748,672,269,0.0624,0,2025-10-07,14:36:00,624,LOW,SMALL,5
674,LinkedIn,video,Entertainment,HI,AU,"2025-03-28 15:15:00","#Viral #FollowForMore #Funny",0.06,38135,2423,932,372,0.0978,1,2025-03-28,15:15:00,978,LOW,SMALL,5
675,LinkedIn,article,Travel,UR,FR,"2025-06-09 04:20:00","#ExploreMore #Journey #Tourism #Travel #Adventure #Wanderlust",0.2,36755,1771,681,272,0.0742,0,2025-06-09,04:20:00,742,LOW,SMALL,5
676,LinkedIn,video,Education,JA,JP,"2025-09-21 09:27:00","#Learning #StudyTips #Education #Certification #Knowledge #AcademicSuccess",0.66,8449,156,60,24,0.0286,0,2025-09-21,09:27:00,286,LOW,SMALL,5
677,LinkedIn,carousel,Travel,ES,AU,"2025-09-07 15:00:00","#Travel #Tourism #Wanderlust #ExploreMore #Adventure",0.77,25355,1549,596,238,0.094,1,2025-09-07,15:00:00,940,LOW,SMALL,5
678,LinkedIn,video,Sports,UR,AU,"2025-12-17 14:38:00","#Basketball #Training #Fitness #Football #Workout",0.23,9869,249,96,38,0.0389,0,2025-12-17,14:38:00,388,LOW,SMALL,5
679,LinkedIn,carousel,Technology,DE,FR,"2025-04-02 09:19:00","#MachineLearning #Programming #AI #TechTrends #CodingLife #Innovation #DataScience",0.76,5375,235,90,36,0.0676,0,2025-04-02,09:19:00,675,LOW,SMALL,5
680,LinkedIn,poll,Business,DE,US,"2025-04-09 15:46:00","#StartupLife #Leadership #CareerGrowth #Entrepreneur #BusinessTips",0.49,48884,1517,583,233,0.0478,0,2025-04-09,15:46:00,478,LOW,SMALL,5
681,LinkedIn,video,Lifestyle,HI,MX,"2025-09-25 15:36:00","#Wellness #Motivation #Positivity #Lifestyle #MindfulLiving #DailyLife",0.29,6985,557,214,85,0.1228,1,2025-09-25,15:36:00,1228,LOW,SMALL,5
682,LinkedIn,poll,Sports,ES,MX,"2025-09-01 10:57:00","#Fitness #Cricket #Basketball",0.68,20828,1141,439,175,0.0843,1,2025-09-01,10:57:00,843,LOW,SMALL,5
683,LinkedIn,article,Business,PT,FR,"2025-07-17 11:53:00","#StartupLife #Leadership #BusinessTips #Hustle #CareerGrowth #Entrepreneur",-0.25,47618,981,377,151,0.0317,0,2025-07-17,11:53:00,317,LOW,SMALL,5
684,LinkedIn,carousel,Fashion,JA,JP,"2025-12-22 21:35:00","#Lookbook #OOTD #Style #Fashion #TrendingStyle #FashionTips",-0.03,28792,767,295,118,0.041,0,2025-12-22,21:35:00,410,LOW,SMALL,5
685,LinkedIn,poll,Business,PT,DE,"2025-04-02 00:28:00","#Leadership #Entrepreneur #BusinessTips #StartupLife #Hustle",0.95,17630,1034,398,159,0.0903,1,2025-04-02,00:28:00,903,LOW,SMALL,5
686,LinkedIn,article,Food,UR,US,"2025-11-28 15:02:00","#MustTry #Cooking #FoodBlog #Recipe #Food #Foodie",0.26,40816,2379,915,366,0.0897,1,2025-11-28,15:02:00,897,LOW,SMALL,5
687,LinkedIn,carousel,Sports,JA,AU,"2025-02-23 09:57:00","#Fitness #Workout #Training #Cricket #Sports #Basketball #Football",0.78,5084,209,80,32,0.0635,0,2025-02-23,09:57:00,635,LOW,SMALL,5
688,LinkedIn,poll,Lifestyle,FR,CA,"2025-01-09 14:10:00","#MindfulLiving #Motivation #Lifestyle #Wellness #DailyLife #Positivity",0.13,5256,139,53,21,0.0408,0,2025-01-09,14:10:00,408,LOW,SMALL,5
689,LinkedIn,poll,Sports,UR,IN,"2025-03-30 14:12:00","#Cricket #Basketball #Fitness #Sports #Training #Football #Workout",0.68,46632,1043,401,160,0.0344,0,2025-03-30,14:12:00,344,LOW,SMALL,5
690,LinkedIn,carousel,Entertainment,HI,IN,"2025-04-04 05:37:00","#Entertainment #Viral #ShowBiz #MovieTime #Trending #FollowForMore #Funny",0.83,17169,707,272,108,0.0634,0,2025-04-04,05:37:00,634,LOW,SMALL,5
691,LinkedIn,video,Sports,UR,US,"2025-07-14 05:08:00","#Football #Basketball #Fitness #Cricket #Workout #Sports #Training",-0.77,29809,691,266,106,0.0357,0,2025-07-14,05:08:00,357,LOW,SMALL,5
692,LinkedIn,carousel,Education,DE,DE,"2025-11-25 10:53:00","#StudyTips #Education #AcademicSuccess #Knowledge #Certification #Learning",0.81,19919,655,252,100,0.0506,0,2025-11-25,10:53:00,506,LOW,SMALL,5
693,LinkedIn,poll,Fashion,UR,IN,"2025-09-20 08:29:00","#Fashion #Lookbook #Style #TrendingStyle #FashionTips",0.59,37947,1677,645,258,0.068,0,2025-09-20,08:29:00,680,LOW,SMALL,5
694,LinkedIn,poll,Technology,DE,IN,"2025-11-19 09:26:00","#DataScience #Programming #AI #MachineLearning #TechTrends #CodingLife",0.73,2425,122,47,18,0.0779,0,2025-11-19,09:26:00,779,LOW,SMALL,5
695,LinkedIn,poll,Travel,PT,FR,"2025-08-31 08:23:00","#Wanderlust #Tourism #ExploreMore #Adventure #Travel #Journey",0.25,34224,735,283,113,0.0331,0,2025-08-31,08:23:00,331,LOW,SMALL,5
696,LinkedIn,carousel,Lifestyle,PT,CA,"2025-01-15 10:56:00","#MindfulLiving #Wellness #DailyLife #Motivation #Lifestyle #Positivity",0.87,4525,433,166,66,0.1476,1,2025-01-15,10:56:00,1476,LOW,SMALL,5
697,LinkedIn,image,Sports,DE,JP,"2025-07-22 09:09:00","#Fitness #Football #Workout #Sports",0.91,29609,710,273,109,0.0369,0,2025-07-22,09:09:00,369,LOW,SMALL,5
698,LinkedIn,video,Sports,DE,US,"2025-09-02 09:35:00","#Basketball #Workout #Fitness #Training #Football #Cricket #Sports",0.18,7279,292,112,45,0.0619,0,2025-09-02,09:35:00,619,LOW,SMALL,5
699,LinkedIn,image,Sports,PT,DE,"2025-05-25 23:27:00","#Basketball #Cricket #Sports #Football #Fitness #Workout #Training",-0.11,16411,586,225,90,0.055,0,2025-05-25,23:27:00,550,LOW,SMALL,5
700,LinkedIn,image,Fashion,EN,CA,"2025-11-03 02:14:00","#TrendingStyle #Style #Fashion #Lookbook",0.46,26170,1652,635,254,0.0972,1,2025-11-03,02:14:00,972,LOW,SMALL,5
701,LinkedIn,carousel,Sports,UR,UK,"2025-07-18 15:16:00","#Fitness #Training #Basketball #Sports #Workout #Cricket",0.84,43983,3802,1462,585,0.133,1,2025-07-18,15:16:00,1330,LOW,SMALL,5
702,LinkedIn,article,Sports,DE,MX,"2025-10-22 15:31:00","#Workout #Basketball #Training #Sports #Fitness #Football #Cricket",-0.14,30508,1333,512,205,0.0673,0,2025-10-22,15:31:00,673,LOW,SMALL,5
703,LinkedIn,carousel,Education,DE,IN,"2025-04-02 17:24:00","#Learning #Education #Certification #AcademicSuccess #Knowledge #StudyTips",0.77,30818,1565,602,240,0.0782,0,2025-04-02,17:24:00,782,LOW,SMALL,5
704,LinkedIn,carousel,Lifestyle,EN,IN,"2025-09-08 09:43:00","#Motivation #Positivity #MindfulLiving #Wellness #DailyLife",-0.19,18513,429,165,66,0.0357,0,2025-09-08,09:43:00,357,LOW,SMALL,5
705,LinkedIn,image,Health,EN,JP,"2025-06-16 09:07:00","#Nutrition #Health #MentalHealth #HealthTips #Fitness",0.46,48630,1239,476,190,0.0392,0,2025-06-16,09:07:00,392,LOW,SMALL,5
706,LinkedIn,carousel,Health,UR,DE,"2025-08-23 07:57:00","#HealthTips #Nutrition #MentalHealth #Health #Fitness #Wellness",0.49,48435,3025,1163,465,0.0961,1,2025-08-23,07:57:00,961,LOW,SMALL,5
707,LinkedIn,article,Health,HI,DE,"2025-11-23 13:01:00","#Nutrition #Fitness #Health #Wellness",-0.29,38414,1050,404,161,0.0421,0,2025-11-23,13:01:00,421,LOW,SMALL,5
708,LinkedIn,image,Food,FR,US,"2025-07-11 10:17:00","#MustTry #Foodie #Cooking #Recipe #Food #FoodBlog",-0.39,18870,221,85,34,0.0181,0,2025-07-11,10:17:00,181,LOW,SMALL,5
709,LinkedIn,video,Technology,PT,MX,"2025-05-21 14:14:00","#AI #CodingLife #DataScience #MachineLearning",0.57,47663,2936,1129,451,0.0948,1,2025-05-21,14:14:00,948,LOW,SMALL,5
710,LinkedIn,carousel,Food,PT,CA,"2025-06-18 15:00:00","#Cooking #MustTry #FoodBlog #Foodie #Food",0.85,14804,884,340,136,0.0919,1,2025-06-18,15:00:00,919,LOW,SMALL,5
711,LinkedIn,video,Health,UR,FR,"2025-01-17 18:40:00","#HealthTips #Fitness #Health #MentalHealth #Wellness #Nutrition",0.59,45204,2307,887,355,0.0786,0,2025-01-17,18:40:00,786,LOW,SMALL,5
712,LinkedIn,video,Food,ES,CA,"2025-06-30 15:48:00","#FoodBlog #Recipe #Foodie #MustTry #Food",0.97,9093,226,87,34,0.0383,0,2025-06-30,15:48:00,383,LOW,SMALL,5
713,LinkedIn,video,Business,HI,CA,"2025-05-29 10:25:00","#CareerGrowth #StartupLife #Entrepreneur #Hustle #Leadership #BusinessTips",0.12,44531,3252,1251,500,0.1124,1,2025-05-29,10:25:00,1124,LOW,SMALL,5
714,LinkedIn,image,Fashion,PT,BR,"2025-07-26 15:52:00","#Style #Lookbook #TrendingStyle #FashionTips #Fashion #OOTD",0.13,45784,3423,1316,526,0.115,1,2025-07-26,15:52:00,1150,LOW,SMALL,5
715,LinkedIn,carousel,Food,PT,FR,"2025-07-30 09:14:00","#FoodBlog #MustTry #Food #Cooking",0.65,2496,101,39,15,0.0627,0,2025-07-30,09:14:00,627,LOW,SMALL,5
716,LinkedIn,video,Sports,JA,IN,"2025-07-09 15:32:00","#Training #Fitness #Basketball #Football",-0.08,31944,2304,886,354,0.111,1,2025-07-09,15:32:00,1110,LOW,SMALL,5
717,LinkedIn,video,Education,ES,UK,"2025-02-03 06:29:00","#Education #AcademicSuccess #StudyTips #Learning #Knowledge #Certification",0.47,40584,3123,1201,480,0.1184,1,2025-02-03,06:29:00,1184,LOW,SMALL,5
718,LinkedIn,video,Business,JA,IN,"2025-01-04 21:26:00","#CareerGrowth #Hustle #BusinessTips #Entrepreneur #StartupLife #Leadership",0.1,36007,2204,848,339,0.0942,1,2025-01-04,21:26:00,942,LOW,SMALL,5
719,LinkedIn,carousel,Travel,EN,UK,"2025-07-23 23:02:00","#Tourism #ExploreMore #Journey #Adventure #Travel",0.91,38998,3076,1183,473,0.1214,1,2025-07-23,23:02:00,1214,LOW,SMALL,5
720,LinkedIn,article,Sports,DE,FR,"2025-12-03 10:13:00","#Sports #Football #Training #Basketball #Workout",0.55,18039,740,284,113,0.0632,0,2025-12-03,10:13:00,632,LOW,SMALL,5
721,LinkedIn,carousel,Education,JA,UK,"2025-10-18 09:09:00","#Knowledge #Learning #Education #StudyTips #Certification #AcademicSuccess",0.83,38200,2585,994,397,0.1042,1,2025-10-18,09:09:00,1042,LOW,SMALL,5
722,LinkedIn,carousel,Travel,UR,MX,"2025-12-22 14:16:00","#Adventure #Travel #Journey #Wanderlust #Tourism #ExploreMore",0.56,48260,2596,998,399,0.0828,1,2025-12-22,14:16:00,828,LOW,SMALL,5
723,LinkedIn,poll,Health,JA,CA,"2025-03-29 20:37:00","#Fitness #HealthTips #Nutrition #Wellness #MentalHealth #Health",0.04,32719,2360,908,363,0.111,1,2025-03-29,20:37:00,1110,LOW,SMALL,5
724,LinkedIn,article,Entertainment,DE,BR,"2025-06-08 10:38:00","#ShowBiz #Entertainment #Viral #Trending #Funny #FollowForMore #MovieTime",0.22,35348,2689,1034,413,0.1171,1,2025-06-08,10:38:00,1171,LOW,SMALL,5
725,LinkedIn,video,Education,EN,FR,"2025-11-17 14:04:00","#AcademicSuccess #Certification #Learning #StudyTips #Education",0.55,17781,1342,516,206,0.1162,1,2025-11-17,14:04:00,1162,LOW,SMALL,5
726,LinkedIn,video,Business,FR,JP,"2025-04-01 14:17:00","#Hustle #Entrepreneur #BusinessTips",-0.88,20841,260,100,40,0.0192,0,2025-04-01,14:17:00,191,LOW,SMALL,5
727,LinkedIn,video,Business,JA,JP,"2025-02-20 09:50:00","#BusinessTips #Entrepreneur #CareerGrowth #Hustle #Leadership #StartupLife",0.46,39625,1216,467,187,0.0472,0,2025-02-20,09:50:00,472,LOW,SMALL,5
728,LinkedIn,carousel,Lifestyle,EN,CA,"2025-08-09 03:56:00","#MindfulLiving #DailyLife #Positivity #Lifestyle #Wellness #Motivation",0.7,12569,521,200,80,0.064,0,2025-08-09,03:56:00,640,LOW,SMALL,5
729,LinkedIn,carousel,Fashion,UR,UK,"2025-05-16 07:17:00","#FashionTips #Lookbook #OOTD #TrendingStyle #Style #Fashion",-0.15,32954,421,162,64,0.0197,0,2025-05-16,07:17:00,197,LOW,SMALL,5
730,LinkedIn,poll,Travel,JA,MX,"2025-04-02 15:19:00","#Tourism #Wanderlust #Adventure",0.47,16191,495,190,76,0.0471,0,2025-04-02,15:19:00,471,LOW,SMALL,5
731,LinkedIn,poll,Lifestyle,DE,AU,"2025-08-30 14:13:00","#MindfulLiving #DailyLife #Motivation #Lifestyle #Positivity #Wellness",0.23,40985,2456,944,377,0.0922,1,2025-08-30,14:13:00,922,LOW,SMALL,5
732,LinkedIn,image,Fashion,JA,CA,"2025-08-02 08:59:00","#TrendingStyle #OOTD #FashionTips #Fashion #Style",0.61,49838,1974,759,303,0.061,0,2025-08-02,08:59:00,610,LOW,SMALL,5
733,LinkedIn,image,Health,PT,FR,"2025-01-03 12:26:00","#Nutrition #Wellness #MentalHealth #HealthTips #Health",-0.1,44388,2564,986,394,0.0889,1,2025-01-03,12:26:00,889,LOW,SMALL,5
734,LinkedIn,image,Education,EN,DE,"2025-08-07 10:35:00","#Education #Certification #StudyTips #AcademicSuccess #Learning #Knowledge",0.6,32436,2839,1092,436,0.1347,1,2025-08-07,10:35:00,1346,LOW,SMALL,5
735,LinkedIn,poll,Travel,EN,FR,"2025-12-19 22:15:00","#ExploreMore #Journey #Tourism #Travel #Wanderlust",0.61,36251,1587,610,244,0.0674,0,2025-12-19,22:15:00,674,LOW,SMALL,5
736,LinkedIn,image,Entertainment,JA,MX,"2025-02-07 15:55:00","#Funny #Trending #ShowBiz #Viral",0.66,22485,1352,520,208,0.0926,1,2025-02-07,15:55:00,926,LOW,SMALL,5
737,LinkedIn,image,Fashion,UR,US,"2025-03-13 02:50:00","#Lookbook #OOTD #FashionTips #Style #Fashion #TrendingStyle",0.54,24737,995,383,153,0.0619,0,2025-03-13,02:50:00,619,LOW,SMALL,5
738,LinkedIn,image,Lifestyle,EN,MX,"2025-03-03 13:51:00","#Lifestyle #Wellness #MindfulLiving #Motivation #DailyLife #Positivity",1,34044,3086,1187,474,0.1395,1,2025-03-03,13:51:00,1395,LOW,SMALL,5
739,LinkedIn,image,Fashion,JA,UK,"2025-10-22 09:04:00","#Fashion #FashionTips #Lookbook #OOTD #TrendingStyle #Style",0.68,43609,4070,1565,626,0.1436,1,2025-10-22,09:04:00,1436,LOW,SMALL,5
740,LinkedIn,article,Health,UR,JP,"2025-08-20 23:41:00","#Health #Wellness #Fitness #HealthTips #MentalHealth",0,20255,271,104,41,0.0206,0,2025-08-20,23:41:00,206,LOW,SMALL,5
741,LinkedIn,carousel,Technology,EN,BR,"2025-06-15 14:37:00","#Programming #DataScience #Innovation #TechTrends #CodingLife #AI #MachineLearning",0.16,38804,931,358,143,0.037,0,2025-06-15,14:37:00,370,LOW,SMALL,5
742,LinkedIn,video,Business,UR,MX,"2025-02-21 09:34:00","#BusinessTips #StartupLife #Leadership #Hustle #CareerGrowth",0.5,18765,607,233,93,0.0498,0,2025-02-21,09:34:00,497,LOW,SMALL,5
743,LinkedIn,video,Education,EN,MX,"2025-08-14 15:28:00","#Certification #Education #StudyTips #Learning #AcademicSuccess #Knowledge",0.52,25936,1539,592,236,0.0913,1,2025-08-14,15:28:00,913,LOW,SMALL,5
744,LinkedIn,article,Entertainment,ES,AU,"2025-10-24 03:48:00","#Entertainment #FollowForMore #Funny #Trending",-0.04,13516,355,136,54,0.0405,0,2025-10-24,03:48:00,405,LOW,SMALL,5
745,LinkedIn,article,Fashion,DE,JP,"2025-05-11 15:00:00","#TrendingStyle #Lookbook #Fashion #Style #OOTD #FashionTips",0.02,43729,1431,550,220,0.0504,0,2025-05-11,15:00:00,504,LOW,SMALL,5
746,LinkedIn,article,Health,JA,US,"2025-05-21 10:09:00","#Wellness #HealthTips #Health #MentalHealth",0.48,31789,2274,874,349,0.1101,1,2025-05-21,10:09:00,1101,LOW,SMALL,5
